first_cate_name_src,first_cate_name_dst,pair_count,order_count,median_lag_ms,ccr,lift_smoothed,median_lag_min
养车/用车,购物,101,0,40278.0,0.0,3.2011734077186462,0.6713
购物,K歌,339,0,24736.0,0.0,3.1919778308183986,0.41226666666666667
酒店,其他旅游,209,0,33638.0,0.0,3.1717507092067976,0.5606333333333333
食材,超市便利,6687,0,31354.0,0.0,3.1559778035684034,0.5225666666666666
数码家电,母婴玩具,36,0,32119.0,0.0,3.117727009359944,0.5353166666666667
购物,养车/用车,102,0,33775.5,0.0,3.0993455721421532,0.562925
K歌,教育培训,76,0,84280.5,0.0,3.095459885662337,1.404675
水果,食材,1788,0,27924.0,0.0,3.088493331524194,0.4654
教育培训,K歌,70,0,58505.5,0.0,3.0803324975531434,0.9750916666666667
亲子,电影演出赛事,29,0,53858.0,0.0,3.0721886878978424,0.8976333333333333
购物,服饰鞋帽,155,0,23281.0,0.0,3.0606056790588947,0.3880166666666667
运动健身,医疗健康,89,0,59011.0,0.0,3.0585411983089292,0.9835166666666667
购物,亲子,334,0,45846.5,0.0,3.022163548879598,0.7641083333333333
非标住宿,休闲娱乐,206,0,60411.0,0.0,3.0141565254781937,1.00685
服饰鞋帽,数码家电,40,0,87812.5,0.0,2.993663068775811,1.4635416666666667
丽人,购物,959,0,49492.0,0.0,2.9635355606647473,0.8248666666666666
休闲娱乐,游玩,45,0,51753.0,0.0,2.945213662729644,0.86255
丽人,亲子,337,0,48756.0,0.0,2.938552027987212,0.8126
宠物,养车/用车,29,0,54224.0,0.0,2.9380362603571037,0.9037333333333334
人文古迹,亲子,37,0,79938.0,0.0,2.937256223969251,1.3323
日用百货,鲜花绿植,214,0,37434.0,0.0,2.935267199992346,0.6239
休闲娱乐,旅游,1209,0,32011.0,0.0,2.920917387855152,0.5335166666666666
亲子,自然景观,70,0,71625.5,0.0,2.9059712345355226,1.1937583333333333
购物,丽人,1005,0,61249.0,0.0,2.89867011085391,1.0208166666666667
运动健身,公园,46,0,118897.5,0.0,2.8881129952285565,1.981625
养车/用车,教育培训,21,0,63978.0,0.0,2.8832067900540985,1.0663
K歌,购物,298,0,23833.0,0.0,2.8784690288987056,0.39721666666666666
休闲娱乐,非标住宿,230,0,40228.5,0.0,2.8651663270726906,0.670475
结婚,购物,156,0,87217.0,0.0,2.8170334521996967,1.4536166666666666
酒店,滑雪景区,200,0,30074.5,0.0,2.796863230799401,0.5012416666666667
电影演出赛事,运动健身,39,0,130873.0,0.0,2.7493674713072176,2.181216666666667
生活服务,休闲娱乐,751,0,47811.0,0.0,2.7456105355014424,0.79685
医疗健康,运动健身,90,0,53616.5,0.0,2.7448502786206306,0.8936083333333333
运动健身,旅游,253,0,38661.0,0.0,2.7271265695206597,0.64435
母婴玩具,医药健康,111,0,52481.0,0.0,2.7202270477884603,0.8746833333333334
休闲食品,超市便利,4967,0,28264.0,0.0,2.714996063589729,0.4710666666666667
酒店,动物园类,193,0,47214.0,0.0,2.7091528884060114,0.7869
养车/用车,运动健身,47,0,70800.0,0.0,2.7068683308470582,1.18
水上项目/水上体验,休闲娱乐,79,0,51003.0,0.0,2.7021057092588707,0.85005
丽人,K歌,295,0,85272.0,0.0,2.6780346290563006,1.4212
滑雪景区,休闲娱乐,206,0,61597.5,0.0,2.6704795324442174,1.026625
主题乐园,教育培训,37,0,54941.0,0.0,2.669376052973779,0.9156833333333333
休闲娱乐,结婚,405,0,90494.0,0.0,2.628063547316709,1.5082333333333333
结婚,休闲娱乐,361,0,72913.0,0.0,2.6266083981436164,1.2152166666666666
鲜花绿植,甜点,702,0,47735.0,0.0,2.6244481837026212,0.7955833333333333
游玩,酒店,27,0,83690.0,0.0,2.622062905622019,1.3948333333333334
甜点,鲜花绿植,687,0,91451.0,0.0,2.6189489934990533,1.5241833333333332
生活服务,电影演出赛事,27,0,32781.0,0.0,2.6166033064952496,0.54635
购物,日用百货,686,0,14674.5,0.0,2.6081466244959013,0.244575
教育培训,旅游,98,0,32932.5,0.0,2.600008154828574,0.548875
家居,休闲娱乐,81,0,109118.0,0.0,2.599639720482025,1.8186333333333333
食材,水果,1728,0,30543.5,0.0,2.5975266584368426,0.5090583333333333
养车/用车,宠物,24,0,52512.0,0.0,2.5917087655448325,0.8752
购物,结婚,169,0,96452.0,0.0,2.5906340082560746,1.6075333333333333
亲子,人文古迹,43,0,189065.0,0.0,2.590615316680133,3.1510833333333332
K歌,酒店,450,0,65136.5,0.0,2.5879521784607356,1.0856083333333333
公园,运动健身,28,0,90137.0,0.0,2.5532878914383086,1.5022833333333334
医疗健康,宠物,45,0,96343.0,0.0,2.5506765818240593,1.6057166666666667
超市便利,医药健康,4487,0,31766.0,0.0,2.5449653099113596,0.5294333333333333
展览馆,休闲娱乐,184,0,47453.0,0.0,2.542356755846678,0.7908833333333334
游玩,休闲娱乐,39,0,78846.0,0.0,2.5412660837077476,1.3141
休闲娱乐,生活服务,664,0,50929.5,0.0,2.536684538351448,0.848825
超市便利,宠物,1406,0,19458.0,0.0,2.5167258321533925,0.3243
K歌,丽人,286,0,99654.5,0.0,2.4852935876469773,1.6609083333333334
主题乐园,运动健身,81,0,119661.0,0.0,2.4786362575934096,1.99435
鲜花绿植,美妆日化,117,0,65654.0,0.0,2.472096878492194,1.0942333333333334
度假景区,休闲娱乐,76,0,62881.5,0.0,2.4704773090313195,1.048025
其他旅游,运动健身,38,0,84607.5,0.0,2.4530994248301465,1.410125
超市便利,休闲食品,4823,0,30248.0,0.0,2.4427949640900564,0.5041333333333333
植物园,酒店,30,0,52633.0,0.0,2.4223693730746465,0.8772166666666666
运动健身,水上项目/水上体验,20,0,41063.0,0.0,2.421225678386388,0.6843833333333333
医药健康,母婴玩具,109,0,78964.0,0.0,2.41782769219954,1.3160666666666667
教育培训,购物,162,0,66218.5,0.0,2.412910902809185,1.1036416666666666
养车/用车,酒店,127,0,50637.0,0.0,2.3944641040638652,0.84395
温泉景区,亲子,38,0,99795.5,0.0,2.389937837461855,1.6632583333333333
宠物,超市便利,1435,0,20770.0,0.0,2.3709438453100913,0.3461666666666667
旅游,电影演出赛事,49,0,43061.0,0.0,2.349110111332114,0.7176833333333333
旅游,休闲娱乐,1278,0,78821.0,0.0,2.3477137953097817,1.3136833333333333
其他,休闲娱乐,23,0,37582.0,0.0,2.3287238294340087,0.6263666666666666
非标住宿,生活服务,22,0,45154.5,0.0,2.32180441593134,0.752575
K歌,滑雪景区,32,0,183857.0,0.0,2.310559477138398,3.0642833333333335
其他旅游,休闲娱乐,162,0,59199.5,0.0,2.3073617518651512,0.9866583333333333
休闲娱乐,家居,67,0,122136.0,0.0,2.2881253717429924,2.0356
养车/用车,休闲娱乐,178,0,52352.5,0.0,2.2717287059827407,0.8725416666666667
休闲娱乐,养车/用车,176,0,64211.5,0.0,2.262344465833797,1.0701916666666667
动物园类,休闲娱乐,191,0,73915.0,0.0,2.250304139716612,1.2319166666666668
酒店,养车/用车,124,0,49659.0,0.0,2.2465171629388654,0.82765
休闲娱乐,宠物,496,0,51144.5,0.0,2.2337862763091714,0.8524083333333333
主题乐园,休闲娱乐,327,0,69130.0,0.0,2.231260775599613,1.1521666666666666
K歌,亲子,81,0,124196.0,0.0,2.2232177408555613,2.069933333333333
宠物,教育培训,50,0,119627.0,0.0,2.2203056274859723,1.9937833333333332
旅游,教育培训,116,0,58637.0,0.0,2.21773752778465,0.9772833333333333
休闲娱乐,滑雪景区,223,0,69223.0,0.0,2.2167102412306305,1.1537166666666667
酒店,K歌,391,0,70318.0,0.0,2.1980317775260487,1.1719666666666666
购物,教育培训,163,0,61327.0,0.0,2.193730696546022,1.0221166666666666
购物,餐饮,8306,0,21867.0,0.0,2.175293368407471,0.36445
大型百货商场,超市便利,29,0,22084.0,0.0,2.174551802348786,0.36806666666666665
酒店,结婚,237,0,33637.0,0.0,2.166212454879906,0.5606166666666667
K歌,宠物,67,0,110725.0,0.0,2.1624020554501335,1.8454166666666667
医药健康,超市便利,4599,0,36787.0,0.0,2.160677634577124,0.6131166666666666
运动健身,养车/用车,37,0,62058.0,0.0,2.1602635409703037,1.0343
宠物,休闲娱乐,508,0,38043.0,0.0,2.1459059777816023,0.63405
丽人,宠物,209,0,73656.0,0.0,2.1413880003877095,1.2276
休闲娱乐,水上项目/水上体验,81,0,52779.0,0.0,2.1256519454898926,0.87965
亲子,宠物,64,0,80000.5,0.0,2.1243397676147686,1.3333416666666666
宠物,医药健康,190,0,70129.0,0.0,2.0852409150282285,1.1688166666666666
日用百货,购物,541,0,14449.0,0.0,2.081411583623798,0.24081666666666668
公园,休闲娱乐,104,0,62716.5,0.0,2.0805043494711324,1.045275
生活服务,运动健身,127,0,61477.0,0.0,2.0766032075187013,1.0246166666666667
酒店,游玩,22,0,135844.0,0.0,2.070623189514689,2.2640666666666664
甜点,休闲食品,2064,0,64367.0,0.0,2.067679512438095,1.0727833333333334
亲子,温泉景区,44,0,85005.0,0.0,2.065419414547477,1.41675
运动健身,购物,339,0,28718.0,0.0,2.0576175755819177,0.47863333333333336
滑雪景区,K歌,21,0,202071.0,0.0,2.0569927003839408,3.36785
宠物,亲子,69,0,111943.0,0.0,2.055295708501404,1.8657166666666667
宠物,丽人,218,0,95067.5,0.0,2.0537522196607476,1.5844583333333333
美妆日化,鲜花绿植,121,0,50021.0,0.0,2.041787870583289,0.8336833333333333
休闲娱乐,植物园,45,0,209276.0,0.0,2.0389940741974457,3.4879333333333333
购物,运动健身,351,0,25061.0,0.0,2.026072165432755,0.41768333333333335
K歌,结婚,43,0,192157.0,0.0,2.015138072736352,3.2026166666666667
结婚,K歌,37,0,241109.0,0.0,1.9983038082670186,4.018483333333333
酒店,植物园,31,0,36542.0,0.0,1.9944464166562892,0.6090333333333333
休闲娱乐,度假景区,71,0,76237.0,0.0,1.9855200868165686,1.2706166666666667
休闲娱乐,购物,1453,0,36102.0,0.0,1.9783925871608294,0.6017
餐饮,美食,109988,0,22882.0,0.0,1.9593138612966827,0.3813666666666667
旅游,运动健身,239,0,95721.0,0.0,1.9575294653540267,1.59535
结婚,酒店,182,0,32861.0,0.0,1.9571890349238457,0.5476833333333333
运动健身,生活服务,114,0,82915.5,0.0,1.9511036038799356,1.381925
休闲娱乐,公园,140,0,114949.5,0.0,1.9480395107521618,1.915825
运动健身,展览馆,45,0,203270.0,0.0,1.9473437345813374,3.3878333333333335
休闲娱乐,其他旅游,180,0,80565.5,0.0,1.9442139866285886,1.3427583333333333
休闲娱乐,展览馆,203,0,69630.0,0.0,1.9416783092629795,1.1605
购物,休闲娱乐,1474,0,39258.5,0.0,1.9106529457384396,0.6543083333333334
运动健身,结婚,65,0,111170.0,0.0,1.9001655435940645,1.8528333333333333
饮品,甜点,9076,0,44342.5,0.0,1.8802031529780878,0.7390416666666667
宠物,医疗健康,31,0,57018.0,0.0,1.8734174489614057,0.9503
运动健身,酒店,516,0,47206.5,0.0,1.8649432436348599,0.786775
美食,餐饮,86528,0,34600.0,0.0,1.8572891074525524,0.5766666666666667
水果,甜点,3453,0,56675.0,0.0,1.8347623620953222,0.9445833333333333
休闲娱乐,人文街区,24,0,239188.5,0.0,1.824498540637843,3.986475
动物园类,运动健身,34,0,111924.0,0.0,1.8227642139111266,1.8654
餐饮,购物,7298,0,13623.0,0.0,1.8128553668791376,0.22705
教育培训,宠物,36,0,94053.0,0.0,1.8092249390344042,1.56755
生活服务,日用百货,168,0,46568.0,0.0,1.8083949041317076,0.7761333333333333
自然景观,休闲娱乐,241,0,77980.0,0.0,1.7875037006785846,1.2996666666666667
教育培训,主题乐园,29,0,78346.0,0.0,1.7848049557272487,1.3057666666666667
养车/用车,旅游,31,0,39815.0,0.0,1.7817420973336109,0.6635833333333333
甜点,水果,3278,0,70841.5,0.0,1.7702116279029987,1.1806916666666667
运动健身,其他旅游,36,0,54300.0,0.0,1.7676850403516633,0.905
生活服务,酒店,327,0,51465.0,0.0,1.7651835113788368,0.85775
购物,医疗健康,97,0,71064.0,0.0,1.762818253970205,1.1844
甜点,饮品,8545,0,43130.0,0.0,1.7466431683029826,0.7188333333333333
未知品类,医药健康,4417,0,108439.0,0.0,1.7412683913556226,1.8073166666666667
休闲食品,甜点,1770,0,53956.5,0.0,1.725057230011526,0.899275
休闲娱乐,自然景观,303,0,79276.0,0.0,1.711122701327877,1.3212666666666666
电影演出赛事,酒店,74,0,110982.5,0.0,1.7100410254056646,1.8497083333333333
休闲娱乐,动物园类,171,0,70416.0,0.0,1.7082285223281826,1.1736
医药健康,未知品类,10656,10519,60644.5,0.9871433933933934,1.7081114569553915,1.0107416666666666
运动健身,主题乐园,69,0,140186.0,0.0,1.7025489645698404,2.3364333333333334
医疗健康,购物,100,0,95603.0,0.0,1.6954374691356016,1.5933833333333334
休闲娱乐,主题乐园,308,0,82086.5,0.0,1.6897496923103075,1.3681083333333333
未知品类,水果,8889,0,56602.0,0.0,1.6869921746354186,0.9433666666666667
餐饮,饮品,35046,0,22317.5,0.0,1.6615133750042541,0.37195833333333334
医药健康,宠物,168,0,54554.0,0.0,1.6557230032054007,0.9092333333333333
休闲娱乐,餐饮,14699,0,41875.0,0.0,1.635097475240783,0.6979166666666666
亲子,K歌,55,0,113991.0,0.0,1.6238542899353918,1.89985
结婚,运动健身,49,0,194319.0,0.0,1.6120526471804726,3.23865
K歌,餐饮,2045,0,55991.0,0.0,1.6101793240463638,0.9331833333333334
人文古迹,休闲娱乐,143,0,93123.0,0.0,1.598222940131486,1.55205
日用百货,生活服务,147,0,40348.0,0.0,1.5933718600060442,0.6724666666666667
酒店,运动健身,458,0,62347.0,0.0,1.5779450766624343,1.0391166666666667
水果,休闲食品,892,0,64174.5,0.0,1.5715143800748863,1.069575
水果,超市便利,5271,0,37267.0,0.0,1.5712148007122229,0.6211166666666667
运动健身,宠物,77,0,79264.0,0.0,1.5592562971771011,1.3210666666666666
餐饮,地名,20,0,25421.5,0.0,1.559210773950302,0.4236916666666667
未知品类,美食,57689,0,57247.0,0.0,1.5572958954919922,0.9541166666666666
美食,水果,11734,0,72279.0,0.0,1.5535253661694493,1.20465
丽人,餐饮,6129,0,62734.0,0.0,1.5469548128697772,1.0455666666666668
未知品类,餐饮,50204,0,37212.0,0.0,1.5446882769831767,0.6202
酒店,生活服务,286,0,52015.0,0.0,1.5393627597320263,0.8669166666666667
植物园,休闲娱乐,28,0,60300.0,0.0,1.537381832759621,1.005
温泉景区,运动健身,38,0,96086.5,0.0,1.5248449846017564,1.6014416666666667
母婴玩具,购物,64,0,17370.5,0.0,1.5075652532215085,0.2895083333333333
结婚,餐饮,1026,0,51541.0,0.0,1.5064025392041218,0.8590166666666667
日用百货,医药健康,371,0,60051.0,0.0,1.4959806976348649,1.00085
购物,超市便利,2938,0,21403.0,0.0,1.4909507399825146,0.3567166666666667
饮品,水果,3997,0,87467.0,0.0,1.4792284330619012,1.4577833333333334
甜点,餐饮,16835,0,41220.0,0.0,1.4736870312400765,0.687
餐饮,K歌,2018,0,45260.5,0.0,1.4696762617206627,0.7543416666666667
宠物,K歌,47,0,98302.0,0.0,1.4666460132440071,1.6383666666666667
电影演出赛事,餐饮,468,0,184500.0,0.0,1.4665842617365683,3.075
结婚,旅游,45,0,30051.0,0.0,1.4643200793985398,0.50085
未知品类,鲜花绿植,1089,0,55300.0,0.0,1.458453659485043,0.9216666666666666
休闲食品,食材,458,0,58395.0,0.0,1.453036320345678,0.97325
美食,未知品类,102150,97053,88668.0,0.9501027900146843,1.4494379497206409,1.4778
餐饮,甜点,20663,0,23931.0,0.0,1.4487046115663549,0.39885
未知品类,酒水茶饮,1810,0,73733.0,0.0,1.4457124893896312,1.2288833333333333
饮品,休闲食品,2097,0,79253.0,0.0,1.439717674423628,1.3208833333333334
超市便利,未知品类,48867,48292,82109.0,0.9882333681216363,1.4300349000204817,1.3684833333333333
运动健身,自然景观,56,0,83136.5,0.0,1.4269872718741567,1.3856083333333333
鲜花绿植,数码家电,31,0,76331.0,0.0,1.426028897187068,1.2721833333333334
未知品类,超市便利,23765,0,67225.0,0.0,1.4165765734065139,1.1204166666666666
水果,美食,10493,0,44429.0,0.0,1.4164063240167084,0.7404833333333334
K歌,展览馆,20,0,185845.5,0.0,1.4141930854724634,3.097425
未知品类,饮品,19646,0,77470.5,0.0,1.4114486439587468,1.291175
饮品,餐饮,23507,0,42093.0,0.0,1.4102324716183023,0.70155
K歌,医疗健康,25,0,110066.0,0.0,1.4055613360425867,1.8344333333333334
鲜花绿植,水果,209,0,36766.0,0.0,1.4003351408747426,0.6127666666666667
养车/用车,餐饮,544,0,51342.5,0.0,1.3982466087078702,0.8557083333333333
水果,饮品,3866,0,56727.0,0.0,1.3890542418196443,0.94545
购物,母婴玩具,57,0,20028.0,0.0,1.3768677249086145,0.3338
K歌,生活服务,50,0,136674.0,0.0,1.3764400340546257,2.2779
电影演出赛事,丽人,39,0,128910.0,0.0,1.3763261296030156,2.1485
生活服务,K歌,51,0,71303.0,0.0,1.3759910121403178,1.1883833333333333
酒水茶饮,未知品类,3575,3533,68514.0,0.9882517482517482,1.3672045972161595,1.1419
亲子,餐饮,1685,0,57593.0,0.0,1.3636699684169231,0.9598833333333333
旅游,结婚,62,0,84983.5,0.0,1.3604497650144867,1.4163916666666667
酒店,医药健康,673,0,91030.0,0.0,1.3503507755055433,1.5171666666666668
休闲食品,水果,774,0,62573.0,0.0,1.3483935427117169,1.0428833333333334
宠物,日用百货,108,0,30903.0,0.0,1.3468055055736787,0.51505
饮品,未知品类,33609,32729,100307.0,0.9738165372370496,1.332854428535777,1.6717833333333334
自然景观,生活服务,25,0,49846.0,0.0,1.3313960751863838,0.8307666666666667
餐饮,休闲娱乐,13241,0,37129.0,0.0,1.3299881842053496,0.6188166666666667
医药健康,日用百货,377,0,53362.0,0.0,1.328726209489411,0.8893666666666666
美食,休闲食品,5369,0,51907.0,0.0,1.3185267246065155,0.8651166666666666
水果,鲜花绿植,196,0,45480.5,0.0,1.317979211055356,0.7580083333333333
超市便利,水果,4817,0,41657.0,0.0,1.3154281044767446,0.6942833333333334
美妆日化,未知品类,5157,5122,104987.0,0.9932131083963545,1.3121970217761547,1.7497833333333332
丽人,酒店,710,0,51134.0,0.0,1.3082713865945652,0.8522333333333333
日用百货,宠物,102,0,31363.0,0.0,1.3065711531953443,0.5227166666666667
丽人,美妆日化,266,0,38984.0,0.0,1.305619503445749,0.6497333333333334
休闲娱乐,人文古迹,160,0,107385.5,0.0,1.3036191621918096,1.7897583333333333
购物,宠物,122,0,80854.5,0.0,1.3014804636154576,1.347575
游玩,餐饮,100,0,65930.0,0.0,1.297165412737606,1.0988333333333333
医疗健康,酒店,128,0,51571.0,0.0,1.2907420112050727,0.8595166666666667
美食,食材,5318,0,56172.0,0.0,1.2811915577822945,0.9362
自然景观,运动健身,38,0,77690.0,0.0,1.28002558222971,1.2948333333333333
旅游,养车/用车,29,0,129455.0,0.0,1.2792011807734578,2.157583333333333
宠物,购物,121,0,64961.0,0.0,1.2719157107181527,1.0826833333333334
生活服务,自然景观,33,0,27675.0,0.0,1.2698870747901536,0.46125
鲜花绿植,超市便利,605,0,39444.0,0.0,1.2692815648050892,0.6574
运动健身,温泉景区,44,0,150606.5,0.0,1.2633408418391516,2.510108333333333
食材,未知品类,7844,7690,129362.0,0.9803671596124426,1.2632221105219765,2.1560333333333332
美食,超市便利,30158,0,58928.0,0.0,1.2540788620644485,0.9821333333333333
医药健康,服饰鞋帽,68,0,70655.5,0.0,1.253430644004301,1.1775916666666666
超市便利,鲜花绿植,650,0,33372.5,0.0,1.2532454566183546,0.5562083333333333
酒店,餐饮,8012,0,39778.0,0.0,1.2532442439457083,0.6629666666666667
甜点,美食,16301,0,39321.0,0.0,1.2519412644838026,0.65535
休闲食品,酒水茶饮,170,0,59069.5,0.0,1.2515933513131725,0.9844916666666667
丽人,电影演出赛事,38,0,137342.0,0.0,1.2461108729052774,2.2890333333333333
酒水茶饮,休闲食品,187,0,54652.0,0.0,1.2438026984694128,0.9108666666666667
运动健身,动物园类,27,0,63147.0,0.0,1.2368391616221548,1.05245
K歌,自然景观,30,0,158410.5,0.0,1.234558194254243,2.640175
主题乐园,K歌,24,0,141828.5,0.0,1.2325588297779277,2.3638083333333335
医疗健康,K歌,24,0,91479.0,0.0,1.2299458155108556,1.52465
餐饮,电影演出赛事,471,0,53174.0,0.0,1.213374769680654,0.8862333333333333
数码家电,鲜花绿植,29,0,30635.0,0.0,1.2126606146556147,0.5105833333333333
休闲食品,美食,4881,0,46118.0,0.0,1.2082923602490492,0.7686333333333333
地标建筑,休闲娱乐,21,0,184408.0,0.0,1.2062310931571705,3.0734666666666666
水果,未知品类,11845,11661,108149.0,0.9844660194174757,1.204705750115592,1.8024833333333334
生活服务,旅游,74,0,26059.5,0.0,1.2013617031355208,0.434325
食材,休闲食品,428,0,54317.0,0.0,1.1953682280121602,0.9052833333333333
日用百货,未知品类,5717,5660,119582.0,0.9900297358754592,1.1866434702498954,1.9930333333333334
人文古迹,运动健身,23,0,109709.0,0.0,1.1836098438001956,1.8284833333333332
教育培训,酒店,133,0,53624.0,0.0,1.1823547818957392,0.8937333333333334
服饰鞋帽,医药健康,51,0,82914.0,0.0,1.1800093521282689,1.3819
运动健身,餐饮,2378,0,54122.5,0.0,1.176951128064353,0.9020416666666666
美食,甜点,15842,0,40084.0,0.0,1.1742015844281706,0.6680666666666667
生活服务,餐饮,1589,0,62602.0,0.0,1.17355123243213,1.0433666666666668
医疗健康,餐饮,854,0,87967.5,0.0,1.173288358007563,1.466125
餐饮,丽人,5239,0,55036.0,0.0,1.17067544702562,0.9172666666666667
未知品类,酒店,5184,0,146862.0,0.0,1.1631982193509125,2.4477
生活服务,医药健康,122,0,58648.0,0.0,1.1629369424595066,0.9774666666666667
餐饮,未知品类,86127,73359,86037.0,0.8517538054268696,1.1560099643263286,1.43395
未知品类,食材,3324,0,69485.5,0.0,1.1480261476754305,1.1580916666666667
家居,餐饮,178,0,99877.0,0.0,1.147192185820369,1.6646166666666666
数码家电,未知品类,1866,1836,106593.0,0.9839228295819936,1.1471738982393938,1.77655
休闲食品,饮品,1729,0,72099.0,0.0,1.1395111872976347,1.20165
鲜花绿植,宠物,25,0,42567.0,0.0,1.135867122780758,0.70945
自然景观,K歌,20,0,158458.0,0.0,1.1241960105841644,2.6409666666666665
宠物,美妆日化,67,0,58272.0,0.0,1.1229847834594884,0.9712
超市便利,购物,2071,0,23428.0,0.0,1.1220039874019576,0.3904666666666667
食材,美食,5222,0,42534.0,0.0,1.1162059645681948,0.7089
餐饮,结婚,943,0,53744.0,0.0,1.1154074643823095,0.8957333333333334
超市便利,美食,28663,0,46917.0,0.0,1.1132594973591434,0.78195
宠物,鲜花绿植,29,0,38369.0,0.0,1.1119115892642133,0.6394833333333333
母婴玩具,未知品类,882,869,100633.0,0.9852607709750567,1.106727975882486,1.6772166666666666
美食,酒水茶饮,1986,0,74151.5,0.0,1.1065863212776146,1.2358583333333333
酒店,丽人,633,0,56599.0,0.0,1.0910810677074962,0.9433166666666667
餐饮,养车/用车,464,0,40794.0,0.0,1.0849010798413115,0.6799
饮品,美食,20557,0,43303.0,0.0,1.0820133293519139,0.7217166666666667
美食,饮品,21523,0,49501.0,0.0,1.0787374765987707,0.8250166666666666
生活服务,酒水茶饮,55,0,38513.0,0.0,1.07241420992418,0.6418833333333334
未知品类,宠物,859,0,87097.0,0.0,1.0691810355977178,1.4516166666666668
休闲食品,未知品类,5729,5660,163916.0,0.9879560132658405,1.068541352757401,2.7319333333333335
宠物,数码家电,29,0,90067.0,0.0,1.0538555391037248,1.5011166666666667
酒店,电影演出赛事,52,0,48768.5,0.0,1.049521574141688,0.8128083333333334
酒水茶饮,数码家电,43,0,44723.0,0.0,1.0488963666240254,0.7453833333333333
购物,酒水茶饮,153,0,27370.0,0.0,1.0463186094844616,0.45616666666666666
甜点,超市便利,6145,0,71571.0,0.0,1.0421949967373298,1.19285
餐饮,交通设施,20,0,44372.5,0.0,1.0394738493002016,0.7395416666666667
未知品类,甜点,9732,0,87478.0,0.0,1.0340178010479957,1.4579666666666666
K歌,温泉景区,22,0,125636.0,0.0,1.02716565002726,2.093933333333333
地名,餐饮,25,0,46655.0,0.0,1.0262047554041045,0.7775833333333333
宠物,未知品类,1818,1680,89191.5,0.9240924092409241,1.0248224303073332,1.486525
餐饮,亲子,1449,0,54066.0,0.0,1.0142512918200517,0.9011
未知品类,美妆日化,1695,0,84130.0,0.0,1.011132200761838,1.4021666666666666
休闲娱乐,地标建筑,21,0,131780.0,0.0,1.0108085602550387,2.1963333333333335
餐饮,酒店,6811,0,32884.0,0.0,1.0084718143188944,0.5480666666666667
未知品类,休闲食品,2861,0,83615.0,0.0,1.0073034759814896,1.3935833333333334
教育培训,餐饮,822,0,65417.5,0.0,0.9959367548672132,1.0902916666666667
家居,超市便利,79,0,58145.0,0.0,0.9932606252312609,0.9690833333333333
宠物,运动健身,52,0,78940.0,0.0,0.9928673643091337,1.3156666666666668
餐饮,家居,159,0,89507.0,0.0,0.9827489989908057,1.4917833333333332
食材,酒水茶饮,154,0,89587.0,0.0,0.9796002646655392,1.4931166666666666
超市便利,家居,72,0,46211.5,0.0,0.9775755790808337,0.7701916666666667
未知品类,母婴玩具,349,0,80745.0,0.0,0.9762308423869319,1.34575
鲜花绿植,K歌,24,0,83718.0,0.0,0.9690419929454995,1.3953
宠物,餐饮,1132,0,47023.0,0.0,0.9656208943695117,0.7837166666666666
美妆日化,宠物,61,0,38636.0,0.0,0.9641156607826777,0.6439333333333334
鲜花绿植,生活服务,25,0,118759.0,0.0,0.9640223794776974,1.9793166666666666
酒水茶饮,美食,1895,0,50304.0,0.0,0.9620815257359019,0.8384
未知品类,数码家电,755,0,70149.0,0.0,0.9587353876084014,1.16915
丽人,医药健康,295,0,57423.0,0.0,0.9568745202521379,0.95705
医药健康,酒店,540,0,132647.5,0.0,0.9564238893863437,2.2107916666666667
鲜花绿植,未知品类,1336,1257,138919.5,0.9408682634730539,0.955577357399918,2.315325
交通设施,餐饮,32,0,51550.0,0.0,0.9536092266907648,0.8591666666666666
餐饮,运动健身,2129,0,46179.0,0.0,0.9505966103006729,0.76965
生活服务,主题乐园,25,0,14696.0,0.0,0.943443422321594,0.24493333333333334
数码家电,酒水茶饮,38,0,35198.5,0.0,0.9405458485998587,0.5866416666666666
运动健身,人文古迹,25,0,115582.0,0.0,0.9363449700261399,1.9263666666666666
生活服务,鲜花绿植,28,0,87228.5,0.0,0.9308403158243608,1.4538083333333334
酒店,教育培训,115,0,46343.0,0.0,0.9267538608209791,0.7723833333333333
甜点,未知品类,15871,14961,174889.0,0.942662718165207,0.9184112138909332,2.914816666666667
展览馆,购物,26,0,199425.0,0.0,0.9175592598973402,3.32375
医药健康,生活服务,108,0,86206.0,0.0,0.9063314755427636,1.4367666666666667
餐饮,其他,42,0,44462.0,0.0,0.9008362582554205,0.7410333333333333
饮品,超市便利,7721,0,84271.0,0.0,0.8974182746283843,1.4045166666666666
未知品类,日用百货,2008,0,99186.0,0.0,0.8961391611375126,1.6531
K歌,主题乐园,22,0,179317.0,0.0,0.8898853061327506,2.9886166666666667
人文古迹,餐饮,394,0,55726.5,0.0,0.8862490875227023,0.928775
餐饮,生活服务,1271,0,66612.0,0.0,0.8856938951186064,1.1102
美妆日化,丽人,208,0,34250.0,0.0,0.8850177964479082,0.5708333333333333
鲜花绿植,酒店,111,0,52196.0,0.0,0.8829261429320178,0.8699333333333333
超市便利,甜点,5765,0,63918.0,0.0,0.8813429680279631,1.0653
鲜花绿植,餐饮,807,0,56548.0,0.0,0.8735879312106275,0.9424666666666667
酒店,医疗健康,80,0,55733.0,0.0,0.8702287610797264,0.9288833333333333
餐饮,医疗健康,620,0,71900.0,0.0,0.8661188182369555,1.1983333333333333
